content,label
生长湖山曲。羡君儿、呼吸湖光，饱餐山渌。世外不须论隐逸，谁似先生冰玉。自骨冷、神清无俗。我不识君曾梦见，炯双瞳、碧色光相烛。遗妙语，看不足。生平高节难为续。到如今、凛凛风生，言犹可录。不作相如封禅藁，身後谁荣谁辱。争肯效、白头吟曲。好与水仙为伴侣，傍西湖、湖畔修修竹。时一酹，荐秋菊。,咏史怀古
小窗荫绿清无暑。篆香终日萦兰炷。冰簟涨寒涛。清风一枕高。有日团扇却。门掩庭花落。少待月侵床。教他魂梦凉。,写景抒情
肥水东流无尽期。当初不合种相思。梦中未比丹青见，暗里忽惊山鸟啼。春未绿，鬓先丝。人间别久不成悲。谁教岁岁红莲夜，两处沈吟各自知。,思妇闺怨
一向沈吟久。泪珠盈襟袖。我当初不和、苦就。惯纵得软顽，见底心先有。行待痴心守。甚捻著脉子，倒把人来。近日来、非常罗皂丑。佛也须眉皱。怎掩得众人口。待收了孛罗，罢了从来斗。从今後。休道共我，梦见也、不能得句。,思妇闺怨
小春天气。未唱阳关心已醉。红蓼秋容。後会何时得再逢。归期好事。仰看皇州扬雨露。百里恩波。拟欲留公无奈何。,送别题赠
片片蝶衣轻，点点猩红小。道是天公不惜花，百种千般巧。朝见树头繁，暮见枝头少。道是天公果惜花，雨洗风吹了。,写景抒情
芳思切，旧事不堪重说。浓露凝香花喷血。花心双蛱蝶。燕语莺啼都歇。又过清明时节。记得离歌三两阕。未歌先哽咽。,思妇闺怨
此老先生，尚不留东阁，肯博西凉。我侬争敢，来近思旷之旁。朱颜未改，绝胜如、蔡义张苍。元自有，安丹灶地，何须求白云乡。欲缀小词称寿，□譬如河伯，观海洋。遥知垂弧甲第，置酒华堂。且吟梁甫，谁管他、冶子田强。试问取，壶翁仙诀，几时传与君房。,咏史怀古
华裾玉辔青丝。记年少、金吾从。花底朝回珠翠拥。晓钟初断，宿酲犹带，绿锁窗中梦。天涯相遇鞭鸾凤。老去堂成更情重。月转檐牙云绕栋。凉吹香雾，酒迷歌扇，春笋传杯送。,送别题赠
端端正正人如月。孜孜媚媚花如颊。花月不如人。眉眉眼眼春。沈香添小炷。共挹熏炉语。香解著人衣。君心蝴蝶飞。,写景抒情
柳揉花旋染衣。丝丝红翠扑春辉。罗绮丛中无此艳，小西施。腰细最便围舞，袖寒时复罩香え。误点一痕残泪粉，怕人知。,思妇闺怨
春去几时还。问桃李无言。燕子归栖风劲，梨雪乱西园。唯有月婵娟。似人人、难近如天。愿教清影常相见，更乞取团圆。,送别题赠
淮叶缤纷，江烟浓淡，别尊同倒寒晖。未逢春信，霜露惹征衣。往事元无是处，无须待、回首知非。春鹃语，从来劝我，常道不如归。家山，何处近，江楼帘栋，夕卷朝飞。问西江笋蕨，何似鲈肥。且置华胥旧梦，忘言处、千古同时。君知我，平生心事，相契古来稀。,送别题赠
春日归来如许长。不知偿此意，几何觞。老人临酒兴犹狂。溪山主，终不道山王。一雨罢耕桑。平生欢喜处，是吾乡。与君花底共风光。春莫笑，花不似人香。,写景抒情
谓东坡、未老赋归来，天未遣公归。向西湖两处秋波一种，飞蔼澄辉。又拥竹西歌吹，僧老木兰非。一笑千秋事，浮世危机。应倚平山栏槛，是醉翁饮处，江雨霏霏。送孤鸿相接，今古眼中稀。念平生、相从江海，任飘蓬、不遣此心违。登临事，更何须惜，吹帽淋衣。,送别题赠
春悄悄。红到一枝先巧。酒入半腮微带卯。粉寒香未饱。芳意枝头偏闹。困尽蜂须莺爪。拟倩玉纤和露拗。情多愁易搅。,写景抒情
天上低昂似旧，人间儿女成狂。夜来处处试新妆。却是人间天上。不觉新凉似水，相思两鬓如霜。梦从海底跨枯桑。阅尽银河风浪。,思妇闺怨
扁舟昨泊，危亭孤啸，目断闲云千里。前山急雨过溪来，尽洗却、人间暑气。暮鸦木末，落凫天际，都是一团秋意。痴儿呆女贺新凉，也不道、西风又起。,写景抒情
秋向晚。秋晚蕙根犹暖。碧染罗裙湘水浅。羞红微到脸。绣帘围遍。月薄霜明庭院。妆罢宝奁慵不掩。无风香自满。,写景抒情
暖日丽晴春正好。杨柳池塘风弄晓。露桃云杏一番新，花窈窕。香飘缈。玉帐靓深闻语笑。新赐绣鞯花映照。须信浓恩春共到。汉家飞将久宣劳，迎禁诏。瞻天表。入卫帝庭常不老。,写景抒情
天教占得如簧，巧声乍啭千娇媚。金衣衬著，风流模样，於中可是。红杏香中，绿杨阴处，多应饶你。向黄昏、苦苦娇啼怨别，那堪更、东风起。别有诗肠鼓吹。未关他、等闲俗耳。双柑斗酒，当时曾是，高人留意。南国春归，上阳花落，止添憔悴。念啼声欲碎，何人解作留春计。,送别题赠
扁舟去作江南客，旅雁孤云。万里烟尘。回首中原泪满巾。碧山对晚汀洲冷，枫叶芦根。日落波平。愁损辞乡去国人。,羁旅思乡
报道倾城出洞房。水边疏影弄清香。风流更有小鸳鸯。蝉鬓半含花下笑，蛾眉相映醉时妆。梦魂不到白云乡。,写景抒情
古寺长廊清夜美，风松烟桧萧然。石阑干外上疏帘。过云闲窈窕，斜月静婵娟。独自徘徊无个事，瑶琴试奏流泉。曲终谁见枕琴眠。香残虬尾细，灯暗玉虫偏。,写景抒情
红粉佳人白玉杯。木兰船稳棹歌催。绿荷风里笑声来。细雨轻烟笼草树，斜桥曲水绕楼台。夕阳高处画屏开。,写景抒情
一别蓬莱馆。看桑田成海，又见松枯石烂。目断虚皇无极处，安得殿头宣唤。指归路、钧天早晚。此去罡风三万里，但九霞、渺渺青云远。望不极，空泪眼。瑶池昔会群仙宴。此秋来、荻花枫叶，令人凄惋。满面朱尘那忍见，酒病花愁何限。知几度、春莺秋雁。从此飞神腾碧落，向清都、来往应无间。丹渐熟，骨将换。,送别题赠
翠羽飞梁苑。连催发，暮樯留话江燕。尘街堕珥，瑶扉乍钥，彩绳双。新烟暗叶成阴，效翠妩、西陵送远。又趁得、蕊露天香，春留建章花晚。归来笑折仙桃，琼楼宴萼，金漏催箭。兰亭秀语，乌丝润墨，汉宫传玩。红醉玉天上，倩凤尾、时题画扇。问几时、重驾巫云，蓬莱路浅。,送别题赠
笛唤春风起。向湖边、腊前折柳，问君何意。孤负梅花立晴昼，一舸凄凉雪底。但小阁、琴棋而已。佳客清朝留不住，为康庐、只在家窗里。湓浦去，两程耳。草堂旧日谈经地。更从容、南山北水，庾楼重倚。万卷心胸几今古，牛斗多年紫气。正江上、风寒如此。且趁霜天鲈鱼好，把貂裘、换酒长安市。明夜去，月千里。,送别题赠
自东君别後，对花柳、愈无聊。但旅寓年年，梦添夜夜，饭减朝朝。应怜此情何似，却梅天、风雨正潇潇。奁玉有谁暖眼，带围漫自松腰。深沈庭院好香烧。水远玉人遥。念信阻鸾笺，调空绿绮，字满鲛绡。东君也知人意，几黄昏、天际送兰桡。锦荔堂前载酒，梧桐月下吹箫。,送别题赠
盘枝翦翠。叶叶西风意。吹上玉人云□底。无限新凉气味。飘萧露卷烟柔。绝怜不逐宫流。寄语多情宋玉，悲秋得似宜秋。,写景抒情
细雨斜风催日暮。一梦华胥，记得惊人句。雾阁云窗歌舞处。翠峰青嶂无重数。解佩江头元有路。流水茫茫，尽日无人渡。一点相思愁万缕。几时却跨青鸾去。,羁旅思乡
琵琵弦畔春风面。曾向尊前见。彩云初散燕空楼。萧寺相逢各认、两眉愁。旧时曲谱曾翻否。好在曹纲手。老来心绪怯么弦。出塞移船莫遣、到愁边。,咏史怀古
父老争言雨水匀。眉头不似去年颦。殷勤谢却甑中尘。啼鸟有时能劝客，小桃无赖已撩人。梨花也作白头新。,写景抒情
韶华惊晚，青春老、倦客惜年芳。庭樾荫浓，半藏莺语，畹兰花减，时有蜂忙。粉墙低，嫩岚滋翠葆，零露湿残妆。风暖昼长，柳绵吹尽，澹烟微雨，梅子初黄。洛浦音容远，书空漫惆怅，往事悲凉。无奈锦鳞杳杳，不渡横塘。念蝴蝶梦回，子规声里，半窗斜月，一枕馀香。拟待自宽，除非铁做心肠。,思妇闺怨
旧梦忆钱塘。笙歌里、几度醉斜阳。曾载月一篷，眠杨柳岸，买春深巷，过杏花墙。肠恼断，香鬟盘凤髻，樱口啭莺簧。钗玉分轻，梦孤宵枕，歌纨蠹久，愁对春觞。司空曾见惯，相逢处，还又联步西厢。底用十分迷，翠阵红行。记鸳荚题情，离怀如诉，鲛绡粉湿、别泪犹香。年少抛人易去，苦也相妨。,思妇闺怨
炎天何处可登临。须於物外寻。松风涧水杂清音。空山如弄琴。宜散发，称披襟。都无烦暑侵。莫将城市比山林。山林兴味深。,写景抒情
满庭岩桂蔼香风。人在画堂中。欲验鲁侯难老，欢声千里攸同。台分金石，源锺淮水，流庆无穷。好继汉朝循吏，从兹入拜三公。,咏史怀古
碧云暮合。不教预赏中秋月。凉生楚观风初歇。山影沈沈，相对两奇绝。湘人怅望黄金节。只愁酒散仙舟发。凭谁为与娥说。明夜虽圆，空照人离别。,送别题赠
达磨西来说道，十年面壁安丹。争知水火不交煎。因果谩成罗汉。仰箭射空力尽，依然坠地何言。虚空拶破强参禅。肯把金丹烧炼。,咏史怀古
桃花已作东风笑，小蕊嫣然。春色暄妍。缓步烟霞到洞天。一杯满泻蒲桃绿，且共留连。醉倒花前。也占红香影里眠。,写景抒情
九天圆月。香尘碎玉，素涛翻雪。石乳香甘，松风汤嫩，一时三绝。清宵好尽欢娱，奈明日、扶头怎说。整顿颓山，殷勤春露，馀甘齿颊。,写景抒情
花前独占春风早，长爱江梅。秀艳清杯。芳意先愁凤管催。寻香已落闲人後，此恨难裁。更晚须来。却恐初开胜未开。,写景抒情
月上南箕，还认得、去年星历。知谁把、一天星象，荡摩朝昔。若使平生浑自弃，如今老大何嗟及。更年来、偏得钝工夫，蹉跎力。溪瘴碍，蛮烟隔。穹壤断，江山窄。纵燕巾滥宝，楚山囚玉。小小穷通都未问，忍闻同气相煎急。诵虞郎、百字短长诗，忧何极。,人生感怀
月华收，云淡霜天曙。西征客、此时情苦。翠娥执手送临歧，轧轧开朱户。千娇面、盈盈伫立，无言有泪，断肠争忍回顾。一叶兰舟，便恁急桨凌波去。贪行色、岂知离绪。万般方寸，但饮恨，脉脉同谁语。更回首、重城不见，寒江天外，隐隐两三烟树。,送别题赠
晓雾散晴渚，秋色满湘山。青鞋黄帽，与名士共跻攀。窈窕深林幽谷，诘曲危亭飞观，俯首视尘寰。长啸望天末，馀响下云端。白鹤去，荒井在，汲清寒。醒然毛骨，浮丘招我御风还。拂拭苍崖苔鲜，一写胸中豪气，渺渺洞庭宽。山鬼善呵护，千载照层峦。,写景抒情
杜宇声声频唤，春渐去。暗碧柳色依依，湖上迷青雾。残香净冼红兰，昨夜朱铅雨。金泥帐底，双虬自沈乳。天际，渐迤逦片帆南浦。一笑蔷薇，别後酒杯慵举。江上琵琶，莫遣东风误鹦鹉。泪拥通宵蜡炬。,送别题赠
征鸿点破空云碧。丹霞染出新秋色。返照落平洲。半江红锦流。风清渔笛晚。寸寸愁肠断。寄语笛休横。只消三两声。,写景抒情
衰翁老大脚犹轻。行到净凉亭。近日方忧多雨，连朝且喜长晴。谩寻欢笑，翠涛杯满，金缕歌清。况有兰朋竹友，柳词贺句争鸣。,人生感怀
湖海倦游客，江汉有归舟。西风千里，送我今夜岳阳楼。日落君山云气，春到沅湘草木，远思渺难收。徙倚栏杆久，缺月挂帘钩。雄三楚，吞七泽，隘九州。人间好处，何处更似此楼头。欲吊沈累无所，但有渔儿樵子，哀此写离忧。回首叫虞舜，杜若满芳洲。,送别题赠
黄发享颐期，兄弟此时宜告。见说对床夜雨，世间尘都扫。青毡堂外瑞峰高，云气拂晴昊。老大中原人物，在江湖乡保。,咏史怀古
天幕清和堪宴聚。想得尽、高阳俦侣。皓齿善歌长袖舞。渐引入、醉乡深处。晚岁光阴能几许。这巧宦、不须多取。共君把酒听杜宇。解再三、劝人归去。,送别题赠
晚步芳塘新霁後。春意潜来，迤逦通窗牖。午睡渐多浓似酒。韶华已入东君手。嫩绿轻黄成染透。烛下工夫，泄漏章台秀。拟插芳条须满首。管交风味还胜旧。,写景抒情
绮疏人独。记芙蓉院宇，玉箫同宿。尚隐约、屏窄山多，□衾暖浪浮，帐香云扑。步袜蹁然，又何处、秦筝金屋。□柔簪易折，破镜难留，断缕难续。斜阳谩穷倦目。甚天寒袖薄，犹倚修竹。待听雨、闲说前期，奈心在江南，人在江北。老却休文，自笑我、腰围如束。莫思量，寻花傍柳，旧时杜曲。,思妇闺怨
穿花省路，傍竹寻邻，如何故隐都荒。问取堤边，因甚减却垂杨。消磨纵然未尽，满烟波、添了斜阳。空叹息，又翻成无限，杜老凄凉。一舸清风何处，把秦山晋水，分贮诗囊。发已飘飘，休问岁晚空江。松陵试招旧隐，怕白鸥、犹识清狂。渐溯远，望并州、却是故乡。,羁旅思乡
深拥熏篝倏已冥。寂寥山枕畔，梦难成。谁堪三两夜乌声。银缸，花影上围屏。犹记旧时情。帘边人似月，月如冰。从今张眼到天明。衣带缓，谁与问伶俜。,思妇闺怨
春已老，春服几时成。曲水浪低蕉叶稳，舞雩风软罗轻。酣咏乐升平。微雨过，何处不催耕。百舌无言桃李尽，柘林深处鹁鸪鸣。春色属芜菁。,写景抒情
如今田野谩抛春。红雨掩衡门。懒读诗书，欠伸扶杖，几案任生尘。纵教便向东山老，谁知是个中人。莫怪年来，倦寻城市，嫌我性情真。,羁旅思乡
风雨打黄昏，啼杀满山杜宇。到得人间春去，问英雄何处。桃红李白竞春光，谁共残妆语。最是梨花一树，照谁家庭户。,送别题赠
喜鹊填河仙浪浅。云早在星桥畔。街鼓黄昏霞尾暗。炎光敛。金钩侧倒天西面。一别经年今始见。新欢往恨知何限。天上佳期贪眷恋。良宵短。人间不合催银箭。,送别题赠
正五云飞杖，缟素褰裳，乱空交舞。拂石归来，向玉阶微步。欲唤冰娥，暂凭风使，为扫氛驱雾。渐见停轮，人间未识，高空真侣。千里无尘，地连天迥，倦客古来，路迷江树。故国烟深，想溪树何处。云鬓分行，翠眉萦曲，对夜寒尊俎。清影徘徊，端应坐有，风流能赋。,羁旅思乡
